2016-06-04,70043
2016-06-08,68875
2016-06-13,14565
2016-06-18,21937
2016-06-22,54030
2016-06-23,19011
2016-06-26,52802
2016-06-29,73100
2016-07-03,22540
2016-07-06,62650
2016-07-08,21609
2016-07-14,72977
2016-07-18,14182
2016-07-24,56476
2016-07-28,16961
2016-08-02,15158
2016-08-08,68652
2016-08-12,17715
2016-08-18,74191
2016-08-22,20464
2016-08-26,72454
2016-08-27,16707
2016-09-02,61043
2016-09-06,24629
2016-09-09,57157
2016-09-11,16112
2016-09-16,16219
2016-09-21,63635
2016-09-25,63037
2016-09-26,16913
2016-10-01,19846
2016-10-04,60919
2016-10-06,15561
2016-10-11,19434
2016-10-16,19409
2016-10-21,20975
2016-10-26,65128
2016-10-31,63981
2016-11-06,58587
2016-11-10,70275
2016-11-15,19273
2016-11-20,14930
2016-11-26,67009
2016-12-01,54098
2016-12-05,76463
2016-12-09,73995
2016-12-10,22698
2016-12-15,16729
2016-12-20,59550
2016-12-25,18121
2016-12-30,70175
2017-01-04,26535
2017-01-07,70144
2017-01-10,63773
2017-01-15,55361
2017-01-19,16207
2017-01-24,70955
2017-01-30,70320
2017-02-03,14984
2017-02-08,15944
2017-02-13,17100
2017-02-16,58199
2017-02-18,15355
2017-02-22,71168
2017-02-23,14932
2017-02-26,63625
2017-02-28,16943
2017-03-06,56393
2017-03-10,17818
2017-03-15,17448
2017-03-20,18634
2017-03-25,65179
2017-03-30,60151
2017-04-04,18362
